word,video_id,split,bbox,frame_start,frame_end,video_path,frames,duration_sec
before,05731,train,"[570, 98, 1535, 1080]",1,-1,/content/videos_25fps/05731.mp4,47,1.88
before,05732,train,"[103, 25, 528, 480]",1,-1,/content/videos_25fps/05732.mp4,73,2.92
before,05733,train,"[95, 23, 533, 480]",1,-1,/content/videos_25fps/05733.mp4,92,3.68
before,05734,train,"[129, 0, 555, 480]",1,-1,/content/videos_25fps/05734.mp4,69,2.76
before,05727,test,"[386, 45, 810, 720]",1,-1,/content/videos_25fps/05727.mp4,74,2.96
before,05739,test,"[74, 23, 209, 192]",1,-1,/content/videos_25fps/05739.mp4,44,1.76
before,05740,train,"[90, 22, 203, 192]",1,-1,/content/videos_25fps/05740.mp4,42,1.68
before,05741,test,"[65, 9, 219, 192]",1,-1,/content/videos_25fps/05741.mp4,28,1.12
before,05742,train,"[67, 14, 216, 192]",1,-1,/content/videos_25fps/05742.mp4,25,1.0
before,05743,train,"[43, 3, 212, 192]",1,-1,/content/videos_25fps/05743.mp4,41,1.64
chair,09848,train,"[40, 6, 266, 240]",1,-1,/content/videos_25fps/09848.mp4,96,3.84
chair,09869,train,"[183, 55, 560, 400]",1,-1,/content/videos_25fps/09869.mp4,79,3.16
chair,09849,train,"[388, 56, 806, 720]",1,-1,/content/videos_25fps/09849.mp4,69,2.76
chair,09850,train,"[667, 144, 1472, 1061]",1,-1,/content/videos_25fps/09850.mp4,32,1.28
chair,09851,val,"[102, 22, 563, 480]",1,-1,/content/videos_25fps/09851.mp4,78,3.12
chair,65328,train,"[169, 15, 476, 370]",1,-1,/content/videos_25fps/65328.mp4,61,2.44
chair,09854,val,"[81, 15, 233, 192]",1,-1,/content/videos_25fps/09854.mp4,27,1.08
go,69345,val,"[268, 38, 898, 720]",1,-1,/content/videos_25fps/69345.mp4,58,2.32
go,24955,train,"[79, 22, 201, 192]",1,-1,/content/videos_25fps/24955.mp4,52,2.08
go,24956,train,"[81, 22, 199, 192]",1,-1,/content/videos_25fps/24956.mp4,39,1.56
go,24941,train,"[187, 18, 526, 414]",1,-1,/content/videos_25fps/24941.mp4,57,2.28
go,24960,test,"[78, 25, 214, 192]",1,-1,/content/videos_25fps/24960.mp4,39,1.56
go,24961,train,"[78, 25, 214, 192]",1,-1,/content/videos_25fps/24961.mp4,39,1.56
go,24962,train,"[88, 25, 217, 192]",1,-1,/content/videos_25fps/24962.mp4,37,1.48
go,65824,train,"[149, 9, 591, 370]",1,-1,/content/videos_25fps/65824.mp4,43,1.72
go,24973,train,"[229, 42, 573, 400]",1,-1,/content/videos_25fps/24973.mp4,92,3.68
go,24943,train,"[283, 19, 812, 480]",1,-1,/content/videos_25fps/24943.mp4,53,2.12
go,24946,val,"[607, 62, 1534, 1075]",1,-1,/content/videos_25fps/24946.mp4,34,1.36
go,24947,train,"[58, 2, 557, 480]",1,-1,/content/videos_25fps/24947.mp4,54,2.16
go,24940,train,"[37, 1, 284, 240]",1,-1,/content/videos_25fps/24940.mp4,88,3.52
go,24952,val,"[32, 14, 204, 192]",1,-1,/content/videos_25fps/24952.mp4,29,1.16
go,24954,train,"[79, 22, 201, 192]",1,-1,/content/videos_25fps/24954.mp4,52,2.08
clothes,11310,train,"[403, 67, 893, 720]",1,-1,/content/videos_25fps/11310.mp4,76,3.04
clothes,11330,train,"[165, 51, 578, 400]",1,-1,/content/videos_25fps/11330.mp4,71,2.84
clothes,11311,test,"[70, 21, 614, 480]",1,-1,/content/videos_25fps/11311.mp4,79,3.16
clothes,11313,train,"[56, 8, 243, 192]",1,-1,/content/videos_25fps/11313.mp4,31,1.24
clothes,11309,train,"[21, 2, 304, 240]",1,-1,/content/videos_25fps/11309.mp4,58,2.32
who,69534,train,"[381, 45, 868, 720]",1,-1,/content/videos_25fps/69534.mp4,54,2.16
who,63242,train,"[188, 55, 546, 400]",1,-1,/content/videos_25fps/63242.mp4,74,2.96
who,63226,test,"[235, 15, 526, 414]",1,-1,/content/videos_25fps/63226.mp4,58,2.32
who,63227,train,"[687, 96, 1421, 1080]",1,-1,/content/videos_25fps/63227.mp4,32,1.28
who,63228,train,"[693, 88, 1401, 1080]",1,-1,/content/videos_25fps/63228.mp4,35,1.4
who,63229,val,"[655, 72, 1505, 1071]",1,-1,/content/videos_25fps/63229.mp4,49,1.96
who,63230,val,"[342, 20, 1162, 1080]",1,-1,/content/videos_25fps/63230.mp4,53,2.12
who,63231,train,"[128, 8, 517, 480]",1,-1,/content/videos_25fps/63231.mp4,79,3.16
who,66778,train,"[165, 4, 472, 370]",1,-1,/content/videos_25fps/66778.mp4,60,2.4
who,63232,train,"[112, 28, 507, 480]",1,-1,/content/videos_25fps/63232.mp4,131,5.24
who,66779,train,"[167, 3, 471, 370]",1,-1,/content/videos_25fps/66779.mp4,56,2.24
who,63225,train,"[35, 0, 293, 240]",1,-1,/content/videos_25fps/63225.mp4,94,3.76
who,63236,train,"[81, 19, 207, 192]",1,-1,/content/videos_25fps/63236.mp4,39,1.56
who,63237,val,"[82, 17, 212, 192]",1,-1,/content/videos_25fps/63237.mp4,39,1.56
candy,08929,val,"[153, 55, 539, 400]",1,-1,/content/videos_25fps/08929.mp4,70,2.8
candy,08916,train,"[163, 14, 517, 414]",1,-1,/content/videos_25fps/08916.mp4,75,3.0
candy,08917,train,"[784, 153, 1501, 1080]",1,-1,/content/videos_25fps/08917.mp4,28,1.12
candy,08918,val,"[774, 153, 1499, 1080]",1,-1,/content/videos_25fps/08918.mp4,27,1.08
candy,08919,train,"[647, 60, 1538, 1065]",1,-1,/content/videos_25fps/08919.mp4,74,2.96
candy,08920,train,"[675, 65, 1529, 1060]",1,-1,/content/videos_25fps/08920.mp4,64,2.56
candy,08921,train,"[66, 24, 572, 480]",1,-1,/content/videos_25fps/08921.mp4,50,2.0
candy,65298,train,"[186, 15, 467, 370]",1,-1,/content/videos_25fps/65298.mp4,61,2.44
candy,08924,train,"[80, 11, 216, 192]",1,-1,/content/videos_25fps/08924.mp4,25,1.0
candy,65299,train,"[136, 16, 469, 370]",1,-1,/content/videos_25fps/65299.mp4,65,2.6
candy,65300,test,"[195, 16, 467, 370]",1,-1,/content/videos_25fps/65300.mp4,67,2.68
candy,08915,test,"[23, 0, 286, 240]",1,-1,/content/videos_25fps/08915.mp4,80,3.2
candy,08925,test,"[78, 15, 233, 192]",1,-1,/content/videos_25fps/08925.mp4,36,1.44
cousin,65415,test,"[134, 17, 491, 370]",1,-1,/content/videos_25fps/65415.mp4,73,2.92
cousin,13647,train,"[205, 43, 479, 400]",1,-1,/content/videos_25fps/13647.mp4,68,2.72
cousin,13648,train,"[192, 41, 488, 400]",1,-1,/content/videos_25fps/13648.mp4,60,2.4
cousin,13631,train,"[463, 67, 856, 720]",1,-1,/content/videos_25fps/13631.mp4,61,2.44
cousin,13632,train,"[428, 69, 853, 720]",1,-1,/content/videos_25fps/13632.mp4,61,2.44
cousin,13633,val,"[297, 16, 772, 480]",1,-1,/content/videos_25fps/13633.mp4,80,3.2
cousin,13634,val,"[99, 24, 512, 480]",1,-1,/content/videos_25fps/13634.mp4,82,3.28
cousin,13635,test,"[59, 25, 528, 480]",1,-1,/content/videos_25fps/13635.mp4,90,3.6
cousin,13636,train,"[55, 27, 520, 480]",1,-1,/content/videos_25fps/13636.mp4,111,4.44
cousin,13630,train,"[67, 17, 251, 234]",1,-1,/content/videos_25fps/13630.mp4,90,3.6
cousin,13640,train,"[52, 9, 225, 192]",1,-1,/content/videos_25fps/13640.mp4,51,2.04
cousin,13641,val,"[79, 8, 222, 192]",1,-1,/content/videos_25fps/13641.mp4,38,1.52
cousin,13642,train,"[54, 9, 222, 192]",1,-1,/content/videos_25fps/13642.mp4,34,1.36
cousin,13646,train,"[174, 36, 487, 400]",1,-1,/content/videos_25fps/13646.mp4,62,2.48
deaf,14882,train,"[186, 15, 525, 414]",1,-1,/content/videos_25fps/14882.mp4,92,3.68
deaf,14903,val,"[170, 62, 532, 400]",1,-1,/content/videos_25fps/14903.mp4,70,2.8
deaf,14883,test,"[738, 111, 1463, 1080]",1,-1,/content/videos_25fps/14883.mp4,22,0.88
deaf,14884,train,"[677, 59, 1527, 1061]",1,-1,/content/videos_25fps/14884.mp4,33,1.32
deaf,14885,train,"[727, 115, 1483, 1078]",1,-1,/content/videos_25fps/14885.mp4,23,0.92
deaf,14886,train,"[445, 35, 1030, 709]",1,-1,/content/videos_25fps/14886.mp4,33,1.32
deaf,65445,train,"[170, 15, 476, 370]",1,-1,/content/videos_25fps/65445.mp4,54,2.16
deaf,14887,val,"[111, 30, 517, 480]",1,-1,/content/videos_25fps/14887.mp4,53,2.12
deaf,14888,test,"[95, 28, 530, 480]",1,-1,/content/videos_25fps/14888.mp4,57,2.28
deaf,14893,train,"[66, 24, 205, 192]",1,-1,/content/videos_25fps/14893.mp4,38,1.52
deaf,14894,train,"[60, 24, 206, 192]",1,-1,/content/videos_25fps/14894.mp4,34,1.36
fine,21870,train,"[414, 53, 804, 720]",1,-1,/content/videos_25fps/21870.mp4,56,2.24
fine,21890,test,"[166, 54, 515, 400]",1,-1,/content/videos_25fps/21890.mp4,64,2.56
fine,21891,train,"[236, 35, 486, 400]",1,-1,/content/videos_25fps/21891.mp4,66,2.64
fine,21871,train,"[206, 15, 518, 414]",1,-1,/content/videos_25fps/21871.mp4,68,2.72
fine,21872,val,"[344, 10, 770, 480]",1,-1,/content/videos_25fps/21872.mp4,66,2.64
fine,21869,train,"[67, 10, 236, 240]",1,-1,/content/videos_25fps/21869.mp4,84,3.36
fine,21874,val,"[57, 6, 600, 480]",1,-1,/content/videos_25fps/21874.mp4,77,3.08
fine,21878,train,"[69, 14, 214, 192]",1,-1,/content/videos_25fps/21878.mp4,33,1.32
fine,21883,train,"[72, 15, 216, 192]",1,-1,/content/videos_25fps/21883.mp4,28,1.12
help,69364,val,"[605, 64, 1417, 1080]",1,-1,/content/videos_25fps/69364.mp4,64,2.56
help,27221,train,"[198, 56, 563, 400]",1,-1,/content/videos_25fps/27221.mp4,66,2.64
help,27206,train,"[211, 16, 525, 414]",1,-1,/content/videos_25fps/27206.mp4,61,2.44
help,27207,train,"[665, 54, 1608, 1080]",1,-1,/content/videos_25fps/27207.mp4,50,2.0
help,27208,train,"[80, 14, 536, 480]",1,-1,/content/videos_25fps/27208.mp4,58,2.32
help,27209,test,"[66, 20, 607, 480]",1,-1,/content/videos_25fps/27209.mp4,51,2.04
help,65890,train,"[182, 14, 465, 370]",1,-1,/content/videos_25fps/65890.mp4,61,2.44
help,27213,test,"[92, 24, 202, 192]",1,-1,/content/videos_25fps/27213.mp4,43,1.72
help,27214,train,"[77, 3, 220, 192]",1,-1,/content/videos_25fps/27214.mp4,46,1.84
help,65891,val,"[188, 14, 463, 370]",1,-1,/content/videos_25fps/65891.mp4,61,2.44
help,65889,train,"[188, 15, 469, 370]",1,-1,/content/videos_25fps/65889.mp4,65,2.6
help,27215,train,"[72, 14, 217, 192]",1,-1,/content/videos_25fps/27215.mp4,27,1.08
help,27216,train,"[67, 5, 217, 192]",1,-1,/content/videos_25fps/27216.mp4,46,1.84
help,27217,train,"[61, 12, 213, 192]",1,-1,/content/videos_25fps/27217.mp4,54,2.16
no,69411,val,"[274, 43, 875, 720]",1,-1,/content/videos_25fps/69411.mp4,58,2.32
no,38525,test,"[223, 12, 525, 414]",1,-1,/content/videos_25fps/38525.mp4,56,2.24
no,38544,train,"[258, 38, 509, 400]",1,-1,/content/videos_25fps/38544.mp4,71,2.84
no,38527,train,"[777, 24, 1651, 1080]",1,-1,/content/videos_25fps/38527.mp4,40,1.6
no,38529,train,"[88, 0, 502, 480]",1,-1,/content/videos_25fps/38529.mp4,91,3.64
no,38530,train,"[138, 36, 517, 480]",1,-1,/content/videos_25fps/38530.mp4,46,1.84
no,38532,train,"[74, 22, 205, 192]",1,-1,/content/videos_25fps/38532.mp4,38,1.52
no,38533,val,"[83, 17, 215, 192]",1,-1,/content/videos_25fps/38533.mp4,46,1.84
no,66183,train,"[143, 0, 480, 370]",1,-1,/content/videos_25fps/66183.mp4,58,2.32
no,38524,train,"[54, 0, 261, 240]",1,-1,/content/videos_25fps/38524.mp4,68,2.72
no,38534,train,"[77, 17, 218, 192]",1,-1,/content/videos_25fps/38534.mp4,46,1.84
thin,57948,val,"[66, 21, 206, 192]",1,-1,/content/videos_25fps/57948.mp4,46,1.84
thin,57949,train,"[66, 21, 206, 192]",1,-1,/content/videos_25fps/57949.mp4,46,1.84
thin,57934,train,"[427, 57, 820, 720]",1,-1,/content/videos_25fps/57934.mp4,77,3.08
thin,57953,train,"[214, 53, 566, 400]",1,-1,/content/videos_25fps/57953.mp4,74,2.96
thin,57935,train,"[437, 57, 825, 720]",1,-1,/content/videos_25fps/57935.mp4,77,3.08
thin,57936,train,"[840, 75, 1596, 1075]",1,-1,/content/videos_25fps/57936.mp4,30,1.2
thin,57937,train,"[740, 74, 1629, 1076]",1,-1,/content/videos_25fps/57937.mp4,28,1.12
thin,66606,train,"[183, 26, 437, 370]",1,-1,/content/videos_25fps/66606.mp4,65,2.6
thin,57939,train,"[856, 69, 1733, 1080]",1,-1,/content/videos_25fps/57939.mp4,33,1.32
thin,57940,train,"[690, 97, 1426, 1080]",1,-1,/content/videos_25fps/57940.mp4,27,1.08
thin,57941,test,"[823, 73, 1592, 1080]",1,-1,/content/videos_25fps/57941.mp4,31,1.24
thin,57942,train,"[120, 0, 533, 480]",1,-1,/content/videos_25fps/57942.mp4,63,2.52
thin,66607,val,"[169, 35, 479, 370]",1,-1,/content/videos_25fps/66607.mp4,75,3.0
thin,57933,val,"[59, 0, 282, 240]",1,-1,/content/videos_25fps/57933.mp4,77,3.08
thin,57943,test,"[129, 21, 550, 480]",1,-1,/content/videos_25fps/57943.mp4,101,4.04
thin,57947,train,"[90, 24, 227, 192]",1,-1,/content/videos_25fps/57947.mp4,40,1.6
walk,62175,train,"[201, 38, 529, 400]",1,-1,/content/videos_25fps/62175.mp4,82,3.28
walk,62159,train,"[209, 14, 581, 414]",1,-1,/content/videos_25fps/62159.mp4,74,2.96
walk,62160,test,"[513, 128, 1847, 1080]",1,-1,/content/videos_25fps/62160.mp4,26,1.04
walk,62163,train,"[585, 136, 1828, 1080]",1,-1,/content/videos_25fps/62163.mp4,30,1.2
walk,62164,train,"[122, 0, 592, 480]",1,-1,/content/videos_25fps/62164.mp4,69,2.76
walk,66743,train,"[202, 29, 478, 370]",1,-1,/content/videos_25fps/66743.mp4,55,2.2
walk,66742,train,"[155, 31, 517, 370]",1,-1,/content/videos_25fps/66742.mp4,69,2.76
walk,62158,val,"[30, 0, 285, 240]",1,-1,/content/videos_25fps/62158.mp4,80,3.2
walk,62168,train,"[76, 17, 237, 192]",1,-1,/content/videos_25fps/62168.mp4,60,2.4
walk,62169,train,"[73, 16, 239, 192]",1,-1,/content/videos_25fps/62169.mp4,54,2.16
walk,62170,train,"[57, 16, 224, 192]",1,-1,/content/videos_25fps/62170.mp4,36,1.44
year,64211,val,"[565, 54, 1534, 1080]",1,-1,/content/videos_25fps/64211.mp4,44,1.76
year,64224,train,"[176, 52, 537, 400]",1,-1,/content/videos_25fps/64224.mp4,80,3.2
year,64210,test,"[229, 13, 548, 414]",1,-1,/content/videos_25fps/64210.mp4,68,2.72
year,64212,train,"[642, 59, 1646, 1080]",1,-1,/content/videos_25fps/64212.mp4,45,1.8
year,66818,train,"[157, 8, 461, 370]",1,-1,/content/videos_25fps/66818.mp4,55,2.2
year,64213,train,"[82, 0, 535, 480]",1,-1,/content/videos_25fps/64213.mp4,83,3.32
year,66816,train,"[188, 33, 482, 370]",1,-1,/content/videos_25fps/66816.mp4,60,2.4
year,64209,test,"[52, 0, 274, 240]",1,-1,/content/videos_25fps/64209.mp4,60,2.4
year,64219,train,"[88, 16, 226, 192]",1,-1,/content/videos_25fps/64219.mp4,24,0.96
year,64218,train,"[72, 15, 221, 192]",1,-1,/content/videos_25fps/64218.mp4,50,2.0
yes,69546,val,"[214, 41, 881, 720]",1,-1,/content/videos_25fps/69546.mp4,62,2.48
yes,64287,val,"[120, 4, 526, 480]",1,-1,/content/videos_25fps/64287.mp4,58,2.32
yes,64284,train,"[724, 29, 1675, 1080]",1,-1,/content/videos_25fps/64284.mp4,48,1.92
yes,64291,train,"[81, 25, 212, 192]",1,-1,/content/videos_25fps/64291.mp4,48,1.92
yes,64292,train,"[79, 23, 212, 192]",1,-1,/content/videos_25fps/64292.mp4,41,1.64
yes,64293,test,"[70, 20, 212, 192]",1,-1,/content/videos_25fps/64293.mp4,46,1.84
yes,66820,train,"[168, 14, 461, 370]",1,-1,/content/videos_25fps/66820.mp4,49,1.96
yes,64280,train,"[20, 13, 258, 240]",1,-1,/content/videos_25fps/64280.mp4,54,2.16
yes,64300,train,"[235, 44, 478, 400]",1,-1,/content/videos_25fps/64300.mp4,77,3.08
yes,64281,train,"[222, 13, 524, 414]",1,-1,/content/videos_25fps/64281.mp4,61,2.44
yes,64288,train,"[143, 25, 514, 480]",1,-1,/content/videos_25fps/64288.mp4,47,1.88
yes,64283,train,"[625, 111, 1483, 1063]",1,-1,/content/videos_25fps/64283.mp4,23,0.92
all,69206,train,"[439, 68, 1366, 1080]",1,-1,/content/videos_25fps/69206.mp4,76,3.04
all,02003,train,"[171, 49, 564, 400]",1,-1,/content/videos_25fps/02003.mp4,65,2.6
all,01987,train,"[351, 53, 821, 720]",1,-1,/content/videos_25fps/01987.mp4,64,2.56
all,01988,train,"[32, 13, 543, 480]",1,-1,/content/videos_25fps/01988.mp4,122,4.88
all,01991,train,"[43, 22, 221, 192]",1,-1,/content/videos_25fps/01991.mp4,43,1.72
all,01992,train,"[47, 23, 228, 192]",1,-1,/content/videos_25fps/01992.mp4,51,2.04
all,65043,train,"[149, 10, 464, 370]",1,-1,/content/videos_25fps/65043.mp4,64,2.56
all,01986,test,"[43, 0, 269, 240]",1,-1,/content/videos_25fps/01986.mp4,83,3.32
black,69236,val,"[295, 38, 885, 720]",1,-1,/content/videos_25fps/69236.mp4,54,2.16
black,06472,train,"[205, 17, 524, 414]",1,-1,/content/videos_25fps/06472.mp4,78,3.12
black,06473,train,"[544, 60, 1618, 1080]",1,-1,/content/videos_25fps/06473.mp4,58,2.32
black,06474,train,"[77, 18, 515, 480]",1,-1,/content/videos_25fps/06474.mp4,68,2.72
black,06476,val,"[58, 15, 216, 192]",1,-1,/content/videos_25fps/06476.mp4,28,1.12
black,06477,train,"[48, 11, 226, 192]",1,-1,/content/videos_25fps/06477.mp4,21,0.84
black,06478,train,"[63, 8, 245, 192]",1,-1,/content/videos_25fps/06478.mp4,38,1.52
black,65200,train,"[149, 24, 479, 370]",1,-1,/content/videos_25fps/65200.mp4,49,1.96
black,06471,train,"[66, 13, 258, 240]",1,-1,/content/videos_25fps/06471.mp4,66,2.64
black,06486,train,"[131, 52, 555, 400]",1,-1,/content/videos_25fps/06486.mp4,94,3.76
cool,69281,train,"[148, 9, 605, 480]",1,-1,/content/videos_25fps/69281.mp4,66,2.64
cool,65403,train,"[175, 17, 495, 370]",1,-1,/content/videos_25fps/65403.mp4,77,3.08
cool,13213,train,"[73, 16, 215, 192]",1,-1,/content/videos_25fps/13213.mp4,48,1.92
cool,13197,val,"[504, 69, 1606, 1080]",1,-1,/content/videos_25fps/13197.mp4,27,1.08
cool,13216,train,"[154, 51, 527, 400]",1,-1,/content/videos_25fps/13216.mp4,61,2.44
cool,13217,train,"[161, 50, 520, 400]",1,-1,/content/videos_25fps/13217.mp4,63,2.52
cool,13198,test,"[822, 84, 1608, 1052]",1,-1,/content/videos_25fps/13198.mp4,28,1.12
cool,13199,train,"[609, 80, 1589, 1080]",1,-1,/content/videos_25fps/13199.mp4,48,1.92
cool,13200,train,"[586, 95, 1564, 1080]",1,-1,/content/videos_25fps/13200.mp4,24,0.96
cool,13201,train,"[125, 18, 533, 480]",1,-1,/content/videos_25fps/13201.mp4,78,3.12
cool,65402,val,"[163, 19, 476, 370]",1,-1,/content/videos_25fps/65402.mp4,55,2.2
cool,13202,train,"[114, 30, 509, 480]",1,-1,/content/videos_25fps/13202.mp4,65,2.6
cool,13203,val,"[73, 31, 560, 480]",1,-1,/content/videos_25fps/13203.mp4,56,2.24
cool,13196,test,"[608, 85, 1596, 1077]",1,-1,/content/videos_25fps/13196.mp4,27,1.08
cool,13208,train,"[85, 20, 219, 192]",1,-1,/content/videos_25fps/13208.mp4,49,1.96
cool,13209,train,"[73, 21, 200, 192]",1,-1,/content/videos_25fps/13209.mp4,58,2.32
finish,21942,val,"[232, 15, 533, 414]",1,-1,/content/videos_25fps/21942.mp4,58,2.32
finish,21943,train,"[757, 52, 1564, 1080]",1,-1,/content/videos_25fps/21943.mp4,29,1.16
finish,21944,test,"[734, 126, 1442, 1080]",1,-1,/content/videos_25fps/21944.mp4,28,1.12
finish,21945,train,"[62, 5, 564, 480]",1,-1,/content/videos_25fps/21945.mp4,59,2.36
finish,21949,val,"[94, 23, 208, 192]",1,-1,/content/videos_25fps/21949.mp4,38,1.52
finish,21950,train,"[74, 13, 227, 192]",1,-1,/content/videos_25fps/21950.mp4,26,1.04
finish,65721,train,"[136, 14, 521, 370]",1,-1,/content/videos_25fps/65721.mp4,45,1.8
finish,21941,train,"[57, 0, 271, 240]",1,-1,/content/videos_25fps/21941.mp4,56,2.24
finish,21951,train,"[96, 16, 231, 192]",1,-1,/content/videos_25fps/21951.mp4,26,1.04
hot,69368,val,"[284, 42, 886, 720]",1,-1,/content/videos_25fps/69368.mp4,49,1.96
hot,28125,train,"[197, 49, 571, 400]",1,-1,/content/videos_25fps/28125.mp4,61,2.44
hot,28108,train,"[229, 17, 521, 414]",1,-1,/content/videos_25fps/28108.mp4,59,2.36
hot,28109,train,"[351, 11, 818, 480]",1,-1,/content/videos_25fps/28109.mp4,51,2.04
hot,28110,train,"[657, 78, 1430, 1080]",1,-1,/content/videos_25fps/28110.mp4,31,1.24
hot,28111,train,"[544, 128, 1596, 1080]",1,-1,/content/videos_25fps/28111.mp4,31,1.24
hot,28112,val,"[61, 4, 500, 480]",1,-1,/content/videos_25fps/28112.mp4,67,2.68
hot,28115,train,"[65, 9, 207, 192]",1,-1,/content/videos_25fps/28115.mp4,29,1.16
hot,28116,train,"[64, 11, 221, 192]",1,-1,/content/videos_25fps/28116.mp4,38,1.52
hot,28107,train,"[51, 0, 250, 240]",1,-1,/content/videos_25fps/28107.mp4,81,3.24
like,69389,test,"[344, 36, 876, 720]",1,-1,/content/videos_25fps/69389.mp4,51,2.04
like,33266,train,"[68, 3, 234, 240]",1,-1,/content/videos_25fps/33266.mp4,64,2.56
like,33285,train,"[189, 57, 540, 400]",1,-1,/content/videos_25fps/33285.mp4,87,3.48
like,33267,train,"[408, 49, 805, 720]",1,-1,/content/videos_25fps/33267.mp4,64,2.56
like,33286,test,"[184, 61, 541, 400]",1,-1,/content/videos_25fps/33286.mp4,84,3.36
like,33268,val,"[237, 13, 584, 360]",1,-1,/content/videos_25fps/33268.mp4,46,1.84
like,33269,train,"[132, 0, 506, 477]",1,-1,/content/videos_25fps/33269.mp4,62,2.48
like,33270,val,"[114, 0, 523, 480]",1,-1,/content/videos_25fps/33270.mp4,67,2.68
like,33273,train,"[70, 11, 209, 192]",1,-1,/content/videos_25fps/33273.mp4,32,1.28
like,33274,train,"[73, 14, 213, 192]",1,-1,/content/videos_25fps/33274.mp4,27,1.08
many,69396,val,"[374, 52, 902, 720]",1,-1,/content/videos_25fps/69396.mp4,76,3.04
many,34823,train,"[26, 4, 278, 240]",1,-1,/content/videos_25fps/34823.mp4,71,2.84
